,IND_Communication_Services,IND_Consumer_Discretionary,IND_Consumer_Staples,IND_Energy,IND_Financials,IND_Health_Care,IND_Industrials,IND_Information_Technology,IND_Materials,IND_Real_Estate,IND_Utilities,Momentum,Volatility,Liquidity,Beta
2023-02-06,-0.012257096159797939,-0.0031241189337234566,-0.0054925044086169,-0.022992321812784596,-0.0036506387313819215,-0.013962346596220653,-0.005455026841902402,-0.010447711609503123,-0.01291115608381848,-0.005691588181314438,0.003066291494261371,0.0045511708298038986,0.003926121618856482,0.002902065633677506,-0.006843977236773139
2023-02-07,0.009100209522108335,0.00422265430544126,0.00011738763486858039,0.033566219098812994,0.012747995702021354,0.010213472379744225,0.0025465347153960536,0.016957521765184863,0.007806755015445415,0.0013304054756053168,0.0016572104589512983,0.0014343506367835025,-0.003544887424716015,0.00048401438441050197,0.007473612879085737
2023-02-08,-0.015942707378522165,-0.010979899695521565,-0.009929738068684605,-0.01907476623288565,-0.0059278524043325275,-0.007375967321518909,-0.00506916643271461,-0.007959890445500693,-0.010127867762412332,-0.001011715849625863,-0.018438095622281138,0.0010279053197092619,0.008272310801370614,0.0003110148165332017,-0.008404946574709813
2023-02-09,-0.012285576600840967,0.0014099106646624105,-0.007859022647818667,-0.017145015270774493,-0.014795937472316358,-0.015700747581143547,-0.01072486231081149,0.005622676508562231,-0.017749235754046203,-0.01029789725379428,-0.016655253496602677,0.005689093083523165,-0.0022880445559927518,-0.0014447247398502053,0.0009347242645960168
2023-02-10,-0.009490127002952863,-0.005937434438761306,-0.00019878131931503772,0.027376170704838953,0.0058335046774247125,0.0020494805756253592,0.0017331753085339668,-0.0008532325608616125,0.004381220663034665,0.003991972364992184,0.011025959059087728,0.004464087960221634,0.0010802129850005,0.0007023911960602927,-0.007973313356764482
2023-02-13,0.012161717496304018,0.017845627218516708,0.015189069315588355,0.003252335745827138,0.006742578911752098,0.01305173448640311,0.010649387655096947,0.009826241781174224,0.006948331508379977,0.007949653293925246,0.009292065987988663,-0.00012709713042702067,-0.006352707212533509,-0.001106694184950759,0.009481508551994837
2023-02-14,0.0009588461633940522,0.00019494560829655958,-0.0008086218286058046,0.001547258409708953,-0.007108296945485886,-0.0027222559521229302,-0.0002548002723053119,0.004272087046411308,0.0022357154028051045,-0.00573093846447751,0.0012693569770365208,0.0012228058014682856,0.00239409289315306,0.002032829727843331,0.006134737441284547
2023-02-15,0.024863434733074757,0.00797105359309307,0.013258567090871051,-0.015497635628523177,0.00699413381418213,0.004828920984374132,0.011648517017690027,0.0010350040750738477,0.008496568720814755,0.0033111302423579473,0.016046046772514207,-0.005124422021428214,0.006903107632644898,-0.0027498059862044754,0.002914356301062588
2023-02-16,-0.012597231201210594,-0.008099041773363456,-0.012961084312428662,-0.010960444528904212,-0.010454136911404743,-0.009576691113268582,-0.011045263005363478,-0.013058993856221206,-0.010915576258226641,-0.011766584771286245,-0.016137779637169003,0.0036017654810173425,-0.004658561915048325,-0.0019017864967809455,-0.001619012523692413
2023-02-17,-0.001115446049419598,-0.0013377268489637914,0.0012866602902377306,-0.03729340052746772,0.00038357291233324383,-0.0002884656999879596,0.0033931807482514994,-0.0059607553205384585,-0.00896957580974563,-0.008150066178564192,0.003556753155026396,-0.0031308872786239986,-0.0006968335990040515,-0.0008022533278926088,-0.008414635595513486
2023-02-21,-0.023436475423628957,-0.022297028166885745,-0.011855576400522571,-0.018598670531486266,-0.019829159844008543,-0.022024817292293723,-0.027674262902326326,-0.020014600600953683,-0.022980030393919517,-0.0186955917438566,-0.022162439291041648,0.0047709710344439665,0.0037441484197417853,0.0017727835559511367,-0.009545875200549121
2023-02-22,-0.0022547817531567865,0.0012802054867690046,-0.0014489283049706277,0.001307675607823796,-0.0013400779215767588,-0.0037558119419861535,0.0006563645674053408,-0.0019176809318500639,0.00601002025243849,-0.009603989059288791,-0.0038239484194534934,-0.00150295582048992,0.0007928256036484014,-0.00038420524335800187,-0.0006270023532164939
2023-02-23,0.0045561496801432904,-0.007000055639684104,0.0030769096661349394,0.013528140766250859,0.0005575105517696805,0.0040386200162784835,0.008092603545993166,0.00801494149208889,0.0026176086238772975,0.010209652247452808,-0.00021508104384885073,0.0036902336016307593,-0.0016411659498953987,-0.0015205283781622525,0.00665493776526432
2023-02-24,-0.011918464110999047,-0.012461173744107766,-0.0076921888579894685,-0.00021660586812305392,-0.004166474117520405,-0.014946525903277936,-0.006428141766017897,-0.014473651977282552,-0.0020937650592374145,-0.014704387287576325,-0.004791224742165606,0.0065711527485477934,-0.00624923074951381,-0.00028541812088308177,0.002075826601914072
2023-02-27,3.0087285882533777e-05,0.004892901911803864,0.0005272719959134863,-0.004771940159731969,-6.250539217478973e-05,-0.003519387843923072,0.006024331582095304,6.375359377583529e-05,0.0041741217591259264,0.0017888254754226324,-0.003718970981829795,0.0009560453150195491,0.00447992589748055,0.0025045182452799685,-0.0007714903026791076
2023-02-28,-0.00557804325176709,-0.004815470610794072,-0.0037815558228880405,-0.015272713853538185,0.0032101720321212265,-0.0032075717020236486,0.00046609437020822254,-0.003238801459782527,0.003478781048800849,-0.0016434082566612,-0.012655845983475385,-0.0010297904567775353,0.001330852042194378,-9.403669835111513e-05,0.002906843575011594
2023-03-01,-0.004526744181332468,-0.006429016089105483,-0.006335589742620778,0.011153098965205164,-0.0017153130712301047,-0.0019140046206200338,0.002353203775024276,-0.00020756941983357324,0.0025217425326066133,-0.010755687004156791,-0.016254657860258367,0.006596225392594284,0.0040723700393248885,-0.00020073140742520463,-0.0008561962792202453
2023-03-02,0.0102470180907577,0.007293641795132675,0.012304672151817547,0.01292633947793522,-0.005361499335991702,0.008480204062928725,0.011430442566772413,0.006321939208876622,0.017789051676096186,0.008469448873619905,0.016398250394637895,-0.0020535319564783105,-0.00029402767063076114,9.101276611083043e-05,0.0018757380998462038
2023-03-03,0.008424246690806497,0.011221634604965851,0.008897615491903686,0.01673991490478721,0.01395229398940407,0.016765591226591863,0.013691984042326263,0.009254786361510302,0.010166927118322866,0.01863604655266997,0.022638193256175762,2.8295043765088897e-05,0.0006108042580480933,0.0017054196735362733,0.005822298937021649
2023-03-06,-0.0019066058137128532,-0.003817869080702175,-0.0034051446438704757,-0.010272822389147626,-0.0022763074286720605,-0.008245518470536516,-0.004589278020567956,-0.0016304055184935117,-0.0170144355756027,-0.0014438970020858935,0.0053565233166867786,0.0026124110568947175,-0.004139129811609002,0.002450696113212219,0.00040096966714722054
2023-03-07,-0.009189420149811405,-0.010641015389940844,-0.007605863480895118,-0.022355695806617455,-0.022298294935735305,-0.01775083321425866,-0.011123480557272055,-0.01219189127329335,-0.021363499512197435,-0.025138825774966064,-0.013732488329758047,0.003477565610477661,0.0025714944305848066,-0.0002100183157616736,-0.0004750724126307177
2023-03-08,0.00110486844692145,-0.0022936653946100142,0.007550384606806785,-0.006947099685233631,-0.0033344712712514825,-0.002322371087280711,0.001547988624633975,0.00882985261803346,0.005799220673416845,0.012538983978909948,0.009900051615257498,0.0014094299696224349,-0.003317418833435696,-0.00021860945430989613,0.006195429891250559
2023-03-09,-0.023380095546471656,-0.019901102029687603,-0.01622244881398572,-0.01589305166080331,-0.0357484833693085,-0.01417356551505988,-0.01824750348374294,-0.01626612469765052,-0.024808729753126306,-0.02588862982616511,-0.01504341412093132,0.0001645438567733289,-0.005749097802722736,-0.0002921920004331074,-0.0006753844392348351
2023-03-10,-0.015940731443362163,-0.010337357375723957,-0.016518547893510364,-0.021296068892548325,-0.03005399214734176,-0.016404188704109767,-0.02303336645667057,-0.016570011545946027,-0.024278972885663105,-0.03877238217603864,-0.026199406061962097,0.001153293647181525,-0.004749998569868122,0.003905955596414737,-0.005452014573776794
2023-03-13,-0.005825890963141681,-0.010321511018051989,0.004308474022304727,-0.024951650106186184,-0.042451694685498,0.008500259925029374,-0.007648312936398166,-0.004458016686666369,-0.010984912323863895,0.013006744999561684,0.017732470892957604,-0.0009338628391493373,0.0025697091832644174,0.0025449578136769973,-0.0007079021840233622
2023-03-14,0.02092171313398549,0.005311012939199907,0.016965143137305586,0.008617319407533207,0.023068228350465996,0.01404085709267957,0.009833531101833992,0.014759278434789308,0.00926894097294595,0.0076835552966278975,0.01850536897457158,0.004039350657462076,-0.005498900162479625,0.0017365369857797938,0.010000140384094202
2023-03-15,-0.0024358162197235444,-0.009915343585086524,-0.0021777922144167834,-0.05064272321472085,-0.025129175284042144,-0.009788610492067768,-0.021787012260125475,-0.008342431274592771,-0.031807567270677115,-0.0036103936838955595,0.007851681030413152,-0.008535686214120718,0.002250977216105634,0.0024962062515167215,-0.00782944508557889
2023-03-16,0.016424541565033375,0.014458784991625095,0.0036746978632925466,0.014072513419166363,0.020830315343910305,0.01424526033692087,0.014207046350170494,0.021692290807366666,0.009465115452515271,-0.002887720749698933,0.012594241142018901,0.0017595404176692655,0.0031727269852881014,0.0014213108879958824,0.0026876510898040528
2023-03-17,-0.010332004656114358,-0.014012650837860213,-0.012952851749059514,-0.01727090839739221,-0.029743376549748585,-0.014330944694040561,-0.017335838453575718,-0.00921714080911614,-0.01577213447634791,-0.024198600210935478,-0.010300976451702736,-0.0024564903462379207,0.0020603022913411005,0.0020766759151587912,-0.002425542080269434
2023-03-20,0.013607464890663515,0.008621051130948354,0.012092901095523313,0.018576913310482397,0.015816608941986908,0.012725975380854862,0.01203109661312363,0.013848929837454664,0.019150309680054947,0.01027344277991458,0.0064165774416828384,0.0037394414650837424,-0.0026763304038739675,-0.0019795126662637916,-0.0004814796455838687
2023-03-21,0.014764629917626098,0.013384777837861891,0.009383353596232664,0.025088279423500413,0.032945222907418,0.014380942390936834,0.014908173609726547,0.006361091258596278,0.01480280261990724,0.00029685084423682805,-0.01369175551881538,0.00028215971332519067,0.007448499940438865,-1.674289627088021e-05,0.0032323535514131286
2023-03-22,-0.020971183458127984,-0.016276948563482573,-0.013655649983560862,-0.025686385860268144,-0.030825701052670164,-0.02003918894576802,-0.01958029278372105,-0.01609024518489479,-0.019353479038437867,-0.038140745841157675,-0.024898370342004008,0.0009657859192929784,0.0004550816338053068,0.0003956779393014171,-0.0025028693805325
2023-03-23,0.015123819816730187,-0.0013931169075826924,-0.005671824356557029,-0.015130887838558477,-0.015317325988110338,-0.004147032057665966,-0.005614655703293658,0.015239915926114152,-0.002205862933933369,-0.007381863030165898,-0.011905902893561332,0.0018976776296822776,-0.001966192507616426,0.0010818603317607378,0.0012586533748434078
2023-03-24,-0.00042878833883971875,0.000955489035064886,0.009524678977679318,0.006355581178501843,0.0044094027103951895,0.010761393378452116,0.003993610534680157,0.00018252014133776526,0.006018623795346772,0.02096383909423527,0.025302082852747175,-0.0026926344502910507,0.0007127370106093742,-0.000543203143385653,-0.00655078134413384
2023-03-27,0.005984503880778116,0.004389043664940789,0.004753282271839699,0.02235611150847767,0.012406461033512279,0.004611541299610709,0.00715785683781245,0.0021141349169349092,0.007492365514947056,-0.001290535826704434,-0.0009775748381914034,0.0011129403621174044,-0.0033142686115298883,-0.0013845096763972957,-0.00040574207059809834
2023-03-28,-0.004376639857552673,0.008019520989192888,0.0026143225939541798,0.01743661633737836,0.0017710561293188968,-0.0050438796945820865,0.004946990315793443,-0.0033029943671643576,0.006451214031570149,-0.0036685604212165564,0.0021504960414479523,-0.0008787124799439382,-0.001890359060701144,-0.0014725192602517813,-0.0005802164645762699
2023-03-29,0.01237601773691054,0.013940832308928891,0.009627354996308056,0.014133477959214406,0.017819254014191,0.007425433038373,0.015186218198101354,0.018992329856708727,0.014903164377914488,0.02217691909321556,0.018869505135717342,-0.002322355539670749,0.0010010091763135703,0.00021565782404079088,0.0034404757821480053
2023-03-30,0.005119230906669353,0.005960085156124749,0.003260932331863531,0.0030899620503452886,-0.0016358459995424548,0.006037158772307194,0.003166277410870943,0.0088253084889809,0.005918513985866902,0.010159944754501942,0.006440677540013808,-0.002035102525561744,0.0016719701683927785,-0.0004822424594388666,0.0004948170366820166
2023-03-31,0.014868759232188975,0.019654309824556442,0.012979612626539109,0.010250817715123773,0.013455181179019653,0.014988796453526547,0.015750879243882538,0.015341047903410312,0.014923127825160361,0.022481462861615755,0.011532197117896699,-0.0008837210622309013,0.004086644883158193,-0.0013692679404117983,0.0006809936779169092
2023-04-03,0.0023093869838709817,0.0026102130387353093,-0.0009468511175786224,0.03355002320727699,-0.0009645520778557576,0.0018438781313188277,-0.001807546814601254,0.0006335324894898686,0.005172495158795334,-0.00774884337509521,-0.012207111107926301,0.002359146147471233,0.0025572004501235486,0.0005983251036627377,-0.007215114795729365
